Cluster_Agglo,Year,Species_List,Centroid_Latitude,Centroid_Longitude,Radius_Km,City_State,Habitat,Richness
26,2020,"Odocoileus virginianus, Lynx rufus, Procyon lotor, Sciurus niger, Dasypus novemcinctus, Sciurus carolinensis, Mephitis mephitis, Sylvilagus floridanus, Didelphis virginiana, Neotoma floridana, Canis latrans, Marmota monax, Canis familiaris, Vulpes vulpes, Glaucomys volans",37.41571257065632,-94.69785335333331,50,Crawford County - Kansas,forest,15
26,2021,"Sciurus niger, Dasypus novemcinctus, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Marmota monax, Lynx rufus, Canis latrans, Vulpes vulpes, Mephitis mephitis, Sciurus carolinensis, Felis catus, Sylvilagus floridanus, Neotoma floridana",37.41571257065632,-94.69785335333331,50,Crawford County - Kansas,forest,14
26,2022,"Canis familiaris, Sylvilagus floridanus, Sciurus niger, Sciurus carolinensis, Dasypus novemcinctus, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Marmota monax, Canis latrans, Felis catus, Neotoma floridana, Vulpes vulpes, Lynx rufus",37.41571257065632,-94.69785335333331,50,Crawford County - Kansas,forest,14
26,2023,"Odocoileus virginianus, Sciurus carolinensis, Canis latrans, Procyon lotor, Sciurus niger, Dasypus novemcinctus, Glaucomys volans, Didelphis virginiana, Marmota monax, Canis familiaris, Sylvilagus floridanus, Lynx rufus, Felis catus",37.41571257065632,-94.69785335333331,50,Crawford County - Kansas,forest,13
27,2019,"Odocoileus virginianus, Sus scrofa, Dasypus novemcinctus, Canis latrans, Didelphis virginiana, Procyon lotor, Lynx rufus, Canis familiaris, Sciurus carolinensis, Sylvilagus floridanus, Glaucomys volans",31.504603190591915,-94.7765207183098,50,Nacogdoches County - Texas,forest,11
27,2020,"Sus scrofa, Sylvilagus floridanus, Procyon lotor, Odocoileus virginianus, Sciurus niger, Dasypus novemcinctus, Sciurus carolinensis, Canis latrans, Didelphis virginiana, Urocyon cinereoargenteus",31.504603190591915,-94.7765207183098,50,Nacogdoches County - Texas,forest,10
27,2021,"Canis latrans, Dasypus novemcinctus, Procyon lotor, Odocoileus virginianus, Didelphis virginiana, Sus scrofa, Sciurus niger, Sciurus carolinensis, Canis familiaris",31.504603190591915,-94.7765207183098,50,Nacogdoches County - Texas,forest,9
27,2022,"Lynx rufus, Canis latrans, Canis familiaris, Procyon lotor, Sciurus carolinensis, Odocoileus virginianus, Dasypus novemcinctus, Didelphis virginiana, Sus scrofa",31.504603190591915,-94.7765207183098,50,Nacogdoches County - Texas,forest,9
27,2023,"Odocoileus virginianus, Procyon lotor, Sus scrofa, Sciurus carolinensis, Dasypus novemcinctus, Sylvilagus floridanus, Didelphis virginiana, Canis latrans, Lynx rufus, Canis familiaris",31.504603190591915,-94.7765207183098,50,Nacogdoches County - Texas,forest,10
28,2019,"Vulpes macrotis, Lepus californicus, Taxidea taxus, Canis latrans, Mephitis mephitis, Dipodomys merriami, Oryx gazella",32.78515633918436,-106.26704545454544,50,Otero County - New Mexico,desert,7
29,2019,"Lepus americanus, Canis latrans, Tamiasciurus hudsonicus, Pekania pennanti, Alces alces, Mustela frenata, Lynx canadensis, Ursus americanus, Martes americana, Sciurus carolinensis, Glaucomys sabrinus",46.09102566374051,-69.17632461538462,50,T4 R11 WELS - Maine,forest,11
29,2021,"Canis latrans, Alces alces, Lepus americanus, Odocoileus virginianus, Tamiasciurus hudsonicus",46.09102566374051,-69.17632461538462,50,T4 R11 WELS - Maine,forest,5
30,2019,"Sciurus carolinensis, Odocoileus virginianus, Procyon lotor, Vulpes vulpes, Canis familiaris, Canis latrans, Didelphis virginiana, Lynx rufus, Marmota monax, Felis catus",38.89882193342172,-77.03859414566428,50,Washington - District of Columbia,anthropogenic,10
30,2020,"Odocoileus virginianus, Vulpes vulpes, Procyon lotor, Sciurus carolinensis, Sylvilagus floridanus, Canis familiaris, Rattus norvegicus, Tamias striatus, Felis catus, Peromyscus leucopus, Didelphis virginiana, Equus caballus, Sciurus niger, Marmota monax, Mus musculus",38.89882193342172,-77.03859414566428,50,Washington - District of Columbia,anthropogenic,15
30,2021,"Castor canadensis, Canis latrans, Procyon lotor, Vulpes vulpes, Odocoileus virginianus, Sylvilagus floridanus, Sciurus carolinensis, Felis catus, Didelphis virginiana, Tamias striatus, Canis familiaris, Glaucomys volans, Marmota monax, Rattus norvegicus, Urocyon cinereoargenteus",38.89882193342172,-77.03859414566428,50,Washington - District of Columbia,anthropogenic,15
30,2022,"Sciurus carolinensis, Vulpes vulpes, Felis catus, Sylvilagus floridanus, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Sciurus niger, Marmota monax, Canis latrans, Canis familiaris, Tamias striatus, Glaucomys volans, Peromyscus leucopus, Glaucomys sabrinus",38.89882193342172,-77.03859414566428,50,Washington - District of Columbia,forest,15
30,2023,"Odocoileus virginianus, Sciurus carolinensis, Canis latrans, Vulpes vulpes, Procyon lotor, Sylvilagus floridanus, Didelphis virginiana, Canis familiaris, Felis catus, Tamias striatus, Glaucomys volans, Marmota monax, Mustela frenata",38.89882193342172,-77.03859414566428,50,Washington - District of Columbia,forest,13
31,2022,"Ursus americanus, Lepus californicus, Lynx rufus, Pecari tajacu, Canis latrans, Sylvilagus audubonii, Canis familiaris, Equus caballus, Sylvilagus nuttallii, Odocoileus hemionus, Odocoileus virginianus, Conepatus leuconotus, Urocyon cinereoargenteus, Mephitis macroura, Procyon lotor, Otospermophilus variegatus, Mephitis mephitis, Neotoma albigula, Lepus alleni, Ammospermophilus harrisii, Lepus americanus, Spilogale gracilis, Dipodomys deserti, Neotoma mexicana, Xerospermophilus tereticaudus, Felis catus",32.34579839394793,-110.86784333333333,50,Pima County - Arizona,desert,26
31,2023,"Pecari tajacu, Equus caballus, Canis familiaris, Canis latrans, Odocoileus hemionus, Ammospermophilus harrisii, Sylvilagus audubonii, Puma concolor, Lepus californicus, Lynx rufus, Lepus alleni",32.34579839394793,-110.86784333333333,50,Pima County - Arizona,desert,11
32,2022,"Neovison vison, Sciurus carolinensis, Vulpes vulpes, Didelphis virginiana, Sciurus niger, Odocoileus virginianus, Canis latrans, Procyon lotor, Lynx rufus, Sylvilagus floridanus, Glaucomys volans, Peromyscus leucopus",40.82131385173064,-89.75358649999998,50,Peoria County - Illinois,forest,12
32,2023,"Odocoileus virginianus, Sylvilagus floridanus, Sciurus carolinensis, Didelphis virginiana, Canis latrans, Procyon lotor, Sciurus niger, Peromyscus maniculatus, Glaucomys volans, Lynx rufus, Tamias striatus, Mephitis mephitis, Marmota monax, Dasypus novemcinctus",40.82131385173064,-89.75358649999998,50,Peoria County - Illinois,forest,14
33,2019,"Procyon lotor, Didelphis virginiana, Neotoma floridana, Felis catus, Canis latrans, Sciurus carolinensis, Canis familiaris",25.227158264901306,-80.3359110872464,50,Monroe County - Florida,forest,7
33,2020,"Peromyscus gossypinus, Sciurus carolinensis, Didelphis virginiana, Procyon lotor, Canis latrans, Canis familiaris, Sigmodon hispidus, Neotoma floridana, Felis catus, Rattus rattus",25.227158264901306,-80.3359110872464,50,Monroe County - Florida,forest,10
33,2022,"Procyon lotor, Didelphis virginiana, Canis latrans, Felis catus, Sciurus carolinensis, Neotoma floridana, Peromyscus gossypinus",25.227158264901306,-80.3359110872464,50,Monroe County - Florida,forest,7
33,2023,"Sciurus carolinensis, Didelphis virginiana, Canis latrans, Procyon lotor, Canis familiaris, Felis catus",25.227158264901306,-80.3359110872464,50,Monroe County - Florida,forest,6
34,2020,"Odocoileus virginianus, Sciurus carolinensis, Procyon lotor, Canis latrans",44.15468555237183,-74.78288185185185,50,Saint Lawrence County - New York,forest,4
34,2022,"Ursus americanus, Martes americana, Canis latrans, Canis familiaris, Pekania pennanti, Lepus americanus, Odocoileus virginianus, Tamias striatus, Procyon lotor, Lontra canadensis, Glaucomys sabrinus, Vulpes vulpes, Tamiasciurus hudsonicus",44.15468555237183,-74.78288185185185,50,Saint Lawrence County - New York,forest,13
34,2023,"Lepus americanus, Canis familiaris, Ursus americanus, Odocoileus virginianus, Pekania pennanti, Tamias striatus, Martes americana, Sciurus carolinensis, Canis latrans, Mustela frenata",44.15468555237183,-74.78288185185185,50,Saint Lawrence County - New York,forest,10
35,2022,"Lynx rufus, Pecari tajacu, Felis catus, Sylvilagus floridanus, Urocyon cinereoargenteus, Dasypus novemcinctus, Procyon lotor, Didelphis virginiana, Sus scrofa, Canis latrans, Odocoileus virginianus, Bos taurus, Mephitis mephitis, Equus caballus, Canis familiaris",27.607311406281525,-98.061208554,50,Kleberg County - Texas,anthropogenic,15
35,2023,"Pecari tajacu, Odocoileus virginianus, Canis latrans, Sus scrofa, Sylvilagus floridanus, Lynx rufus, Dasypus novemcinctus, Neotoma micropus, Procyon lotor, Urocyon cinereoargenteus, Equus caballus, Didelphis virginiana, Taxidea taxus, Felis catus, Canis familiaris, Bos taurus",27.607311406281525,-98.061208554,50,Kleberg County - Texas,grassland,16
36,2023,"Canis familiaris, Dasypus novemcinctus, Odocoileus virginianus, Didelphis virginiana, Procyon lotor, Sciurus niger, Canis latrans, Sciurus carolinensis, Lynx rufus",37.80698457321079,-95.47379333333332,50,Allen County - Kansas,forest,9
37,2020,"Vulpes macrotis, Lepus californicus, Canis latrans, Canis familiaris, Ammospermophilus leucurus, Dipodomys merriami",36.37166998056976,-115.29994353124997,50,Las Vegas - Nevada,desert,6
37,2021,"Taxidea taxus, Canis latrans, Canis familiaris, Lepus californicus, Lynx rufus, Vulpes macrotis",36.37166998056976,-115.29994353124997,50,Las Vegas - Nevada,desert,6
37,2022,"Lepus californicus, Canis latrans, Canis familiaris, Dipodomys deserti, Ammospermophilus leucurus, Vulpes macrotis",36.37166998056976,-115.29994353124997,50,Las Vegas - Nevada,desert,6
37,2023,"Canis familiaris, Vulpes macrotis, Lepus californicus, Canis latrans, Felis catus, Equus caballus",36.37166998056976,-115.29994353124997,50,Las Vegas - Nevada,desert,6
38,2022,"Procyon lotor, Tamias striatus, Sciurus carolinensis, Sylvilagus floridanus, Didelphis virginiana, Neovison vison, Mephitis mephitis, Felis catus, Vulpes vulpes, Sciurus niger, Canis latrans, Canis familiaris, Marmota monax, Odocoileus virginianus, Urocyon cinereoargenteus",38.02982904634551,-84.51197777777779,50,Lexington - Kentucky,anthropogenic,15
39,2019,"Odocoileus virginianus, Procyon lotor, Sylvilagus floridanus, Didelphis virginiana, Bos taurus, Lynx rufus, Sus scrofa, Canis latrans, Dasypus novemcinctus",33.95985218920621,-97.23746447269832,50,Love County - Oklahoma,grassland,9
39,2020,"Sus scrofa, Odocoileus virginianus, Canis latrans, Dasypus novemcinctus, Procyon lotor, Didelphis virginiana, Sylvilagus floridanus, Vulpes vulpes, Lynx rufus, Urocyon cinereoargenteus, Mephitis mephitis, Canis familiaris, Bos taurus",33.95985218920621,-97.23746447269832,50,Love County - Oklahoma,grassland,13
39,2021,"Odocoileus virginianus, Sus scrofa, Bos taurus, Canis latrans, Lynx rufus, Mephitis mephitis, Sylvilagus floridanus, Dasypus novemcinctus, Procyon lotor, Didelphis virginiana, Canis familiaris, Urocyon cinereoargenteus, Equus caballus, Sciurus niger",33.95985218920621,-97.23746447269832,50,Love County - Oklahoma,grassland,14
39,2022,"Canis latrans, Procyon lotor, Odocoileus virginianus, Sus scrofa, Lynx rufus, Bos taurus, Canis familiaris, Capra aegagrus hircus, Sylvilagus floridanus, Sciurus niger, Dasypus novemcinctus, Didelphis virginiana, Equus caballus, Mephitis mephitis, Ovis aries",33.95985218920621,-97.23746447269832,50,Love County - Oklahoma,grassland,15
39,2023,"Odocoileus virginianus, Canis latrans, Procyon lotor, Sus scrofa, Dasypus novemcinctus, Lynx rufus, Bos taurus, Sylvilagus floridanus, Didelphis virginiana, Canis familiaris, Sciurus niger, Mephitis mephitis, Capra aegagrus hircus",33.95985218920621,-97.23746447269832,50,Love County - Oklahoma,grassland,13
40,2021,"Canis latrans, Felis catus, Tamias striatus, Sylvilagus floridanus, Sciurus carolinensis, Urocyon cinereoargenteus, Procyon lotor, Vulpes vulpes, Mephitis mephitis, Didelphis virginiana, Odocoileus virginianus, Marmota monax, Pekania pennanti, Erethizon dorsatum, Tamiasciurus hudsonicus, Napaeozapus insignis, Canis familiaris",42.925693593696025,-76.19967108399999,50,City of Syracuse - New York,forest,17
40,2022,"Canis latrans, Tamias striatus, Sciurus carolinensis, Procyon lotor, Vulpes vulpes, Didelphis virginiana, Odocoileus virginianus, Pekania pennanti, Sylvilagus floridanus, Tamiasciurus hudsonicus, Canis familiaris",42.925693593696025,-76.19967108399999,50,City of Syracuse - New York,forest,11
41,2020,"Pecari tajacu, Didelphis virginiana, Odocoileus virginianus, Mephitis mephitis, Sylvilagus floridanus, Lynx rufus, Procyon lotor, Canis latrans, Dasypus novemcinctus, Neotoma micropus, Peromyscus leucopus",26.27893064816441,-97.47859017647056,50,Cameron County - Texas,forest,11
41,2021,"Lynx rufus, Pecari tajacu, Canis familiaris, Sylvilagus floridanus, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Canis latrans, Dasypus novemcinctus, Mephitis mephitis, Odocoileus hemionus, Sus scrofa",26.27893064816441,-97.47859017647056,50,Cameron County - Texas,forest,12
41,2022,"Boselaphus tragocamelus, Odocoileus virginianus, Sus scrofa, Lynx rufus, Pecari tajacu, Procyon lotor, Didelphis virginiana, Dasypus novemcinctus, Lepus californicus, Canis latrans, Mephitis mephitis, Canis familiaris",26.27893064816441,-97.47859017647056,50,Cameron County - Texas,forest,12
42,2019,"Sciurus carolinensis, Procyon lotor, Vulpes vulpes, Felis catus, Sylvilagus floridanus, Sciurus niger, Marmota monax, Odocoileus virginianus, Canis familiaris, Didelphis virginiana",39.328867051041776,-76.620915,50,Baltimore - Maryland,forest,10
43,2019,"Otospermophilus variegatus, Lynx rufus, Spilogale gracilis, Neotamias dorsalis, Neotamias umbrinus, Ammospermophilus leucurus, Canis latrans, Sylvilagus audubonii, Neotoma lepida, Dipodomys merriami, Urocyon cinereoargenteus, Taxidea taxus, Procyon lotor, Bassariscus astutus, Lepus californicus, Odocoileus hemionus",37.18783423416294,-113.52731553846152,50,Washington County - Utah,desert,16
43,2020,"Canis latrans, Lynx rufus, Sylvilagus audubonii, Ammospermophilus leucurus, Odocoileus hemionus, Dipodomys merriami, Lepus californicus, Vulpes macrotis, Otospermophilus variegatus, Canis familiaris, Mephitis mephitis",37.18783423416294,-113.52731553846152,50,Washington County - Utah,desert,11
43,2022,"Taxidea taxus, Lepus californicus, Sylvilagus audubonii, Neotoma lepida, Dipodomys merriami, Ammospermophilus leucurus, Lynx rufus, Canis latrans, Spilogale gracilis, Canis familiaris, Vulpes macrotis, Urocyon cinereoargenteus, Odocoileus hemionus",37.18783423416294,-113.52731553846152,50,Washington County - Utah,desert,13
43,2023,"Canis familiaris, Otospermophilus variegatus, Canis latrans, Lynx rufus, Urocyon cinereoargenteus, Dipodomys merriami, Neotoma lepida, Ammospermophilus leucurus, Sylvilagus audubonii, Lepus californicus, Taxidea taxus",37.18783423416294,-113.52731553846152,50,Washington County - Utah,desert,11
44,2019,"Bos taurus, Cervus canadensis, Canis latrans, Neotoma cinerea, Tamiasciurus hudsonicus, Lepus americanus, Mustela frenata, Glaucomys sabrinus, Ursus americanus, Mephitis mephitis, Lynx rufus, Puma concolor, Odocoileus hemionus, Equus caballus",45.289348987953495,-118.56191547619048,50,Union County - Oregon,forest,14
44,2021,"Ursus americanus, Canis latrans, Cervus canadensis, Canis lupus, Sylvilagus nuttallii, Odocoileus hemionus, Lynx rufus, Tamiasciurus hudsonicus, Lepus americanus, Lepus townsendii, Bos taurus, Canis familiaris, Neotoma cinerea, Mustela frenata, Puma concolor, Mephitis mephitis, Odocoileus virginianus",45.289348987953495,-118.56191547619048,50,Union County - Oregon,forest,17
45,2020,"Ursus americanus, Glaucomys sabrinus, Tamiasciurus douglasii, Spilogale gracilis, Odocoileus hemionus, Aplodontia rufa, Lynx rufus, Lepus americanus",48.11303607518094,-124.02849428571427,50,Clallam County - Washington,forest,8
46,2023,"Odocoileus virginianus, Sciurus carolinensis, Didelphis virginiana, Procyon lotor, Sciurus niger, Dasypus novemcinctus, Marmota monax",37.61178400338382,-94.94736233333332,50,Crawford County - Kansas,forest,7
47,2019,"Odocoileus virginianus, Ursus americanus, Canis familiaris, Canis latrans, Lynx rufus, Alces alces, Canis lupus, Vulpes vulpes",46.23676967720439,-88.26381454545454,50,Crystal Falls Township - Michigan,forest,8
47,2020,"Ursus americanus, Odocoileus virginianus, Vulpes vulpes, Canis lupus, Canis latrans, Lepus americanus, Alces alces, Lynx rufus, Procyon lotor, Canis familiaris",46.23676967720439,-88.26381454545454,50,Crystal Falls Township - Michigan,forest,10
47,2021,"Ursus americanus, Canis familiaris, Canis lupus, Alces alces, Mephitis mephitis, Odocoileus virginianus, Canis latrans, Lepus americanus",46.23676967720439,-88.26381454545454,50,Crystal Falls Township - Michigan,forest,8
47,2022,"Ursus americanus, Canis latrans, Lepus americanus, Odocoileus virginianus, Canis familiaris, Alces alces, Lynx rufus, Canis lupus, Vulpes vulpes",46.23676967720439,-88.26381454545454,50,Crystal Falls Township - Michigan,forest,9
47,2023,"Canis familiaris, Ursus americanus, Odocoileus virginianus, Canis latrans, Canis lupus, Alces alces, Vulpes vulpes, Erethizon dorsatum, Lepus americanus, Lynx rufus, Procyon lotor",46.23676967720439,-88.26381454545454,50,Crystal Falls Township - Michigan,forest,11
48,2019,"Canis familiaris, Procyon lotor, Felis catus, Sylvilagus floridanus, Sciurus carolinensis, Canis latrans, Didelphis virginiana, Odocoileus hemionus, Lynx rufus, Tamiasciurus douglasii, Ursus americanus, Glaucomys sabrinus",47.673205798073376,-122.21944679615385,50,Seattle - Washington,anthropogenic,12
48,2020,"Sciurus carolinensis, Procyon lotor, Rattus rattus, Felis catus, Sylvilagus floridanus, Canis latrans, Canis familiaris, Didelphis virginiana, Odocoileus hemionus, Ursus americanus, Lynx rufus, Tamiasciurus douglasii",47.673205798073376,-122.21944679615385,50,Seattle - Washington,anthropogenic,12
48,2022,"Canis latrans, Tamiasciurus douglasii, Sylvilagus floridanus, Sciurus carolinensis, Procyon lotor, Neotamias townsendii, Odocoileus hemionus, Glaucomys sabrinus, Aplodontia rufa, Canis familiaris, Lynx rufus, Didelphis virginiana, Felis catus",47.673205798073376,-122.21944679615385,50,Seattle - Washington,"anthropogenic, forest",13
48,2023,"Glaucomys sabrinus, Sylvilagus floridanus, Sciurus carolinensis, Canis latrans, Procyon lotor, Tamiasciurus douglasii, Canis familiaris, Odocoileus hemionus, Ursus americanus, Neotamias townsendii, Aplodontia rufa, Didelphis virginiana, Lynx rufus",47.673205798073376,-122.21944679615385,50,Seattle - Washington,forest,13
49,2022,"Canis latrans, Ovis aries, Odocoileus hemionus, Procyon lotor, Tamiasciurus douglasii, Sciurus carolinensis, Odocoileus virginianus, Canis familiaris, Lontra canadensis, Felis catus, Lama glama",47.41658694685911,-122.46857249999998,50,King County - Washington,forest,11
50,2019,"Sciurus carolinensis, Procyon lotor, Canis familiaris, Odocoileus virginianus, Lynx rufus, Tamias striatus, Canis latrans, Didelphis virginiana, Ursus americanus, Vulpes vulpes",41.42255625597767,-74.0274012307692,50,Orange County - New York,forest,10
50,2021,"Ursus americanus, Lynx rufus, Canis latrans, Tamias striatus, Sciurus carolinensis, Procyon lotor, Odocoileus virginianus, Didelphis virginiana, Sylvilagus floridanus, Vulpes vulpes, Marmota monax, Mustela erminea, Mephitis mephitis, Canis familiaris",41.42255625597767,-74.0274012307692,50,Orange County - New York,forest,14
50,2023,"Marmota monax, Odocoileus virginianus, Tamias striatus, Canis familiaris, Sciurus carolinensis, Felis catus, Mephitis mephitis, Vulpes vulpes, Procyon lotor, Didelphis virginiana, Canis latrans, Urocyon cinereoargenteus, Sylvilagus floridanus, Lynx rufus, Ursus americanus, Mustela frenata",41.42255625597767,-74.0274012307692,50,Orange County - New York,forest,16
51,2021,"Sciurus carolinensis, Neotamias minimus, Odocoileus hemionus, Vulpes vulpes, Tamiasciurus hudsonicus, Neotamias townsendii, Canis latrans, Procyon lotor, Erethizon dorsatum, Tamiasciurus douglasii, Alces alces, Odocoileus virginianus, Sciurus griseus, Sylvilagus nuttallii, Peromyscus maniculatus",46.81044310166835,-116.9188891411764,50,Latah County - Idaho,"anthropogenic, forest",15
51,2022,"Ursus americanus, Canis latrans, Odocoileus virginianus, Tamiasciurus hudsonicus, Alces alces, Lepus americanus, Lynx rufus, Odocoileus hemionus, Mephitis mephitis, Canis familiaris, Cervus canadensis, Erethizon dorsatum",46.81044310166835,-116.9188891411764,50,Latah County - Idaho,forest,12
51,2023,"Odocoileus virginianus, Ursus americanus, Mephitis mephitis, Alces alces, Odocoileus hemionus, Canis latrans, Canis familiaris, Lynx rufus, Felis catus, Procyon lotor, Cervus canadensis, Erethizon dorsatum, Tamiasciurus douglasii",46.81044310166835,-116.9188891411764,50,Latah County - Idaho,forest,13
52,2021,"Bison bison, Lynx rufus, Canis latrans, Bos taurus, Sylvilagus floridanus, Sciurus niger, Cervus canadensis, Dasypus novemcinctus, Procyon lotor, Odocoileus virginianus, Sus scrofa, Mephitis mephitis, Erethizon dorsatum",34.80274843438666,-98.742215,50,Comanche County - Oklahoma,forest,13
52,2022,"Bison bison, Lynx rufus, Canis latrans, Cervus canadensis, Dasypus novemcinctus, Procyon lotor, Odocoileus virginianus, Sus scrofa, Sylvilagus floridanus, Bos taurus, Urocyon cinereoargenteus, Sciurus niger, Erethizon dorsatum, Mephitis mephitis",34.80274843438666,-98.742215,50,Comanche County - Oklahoma,forest,14
52,2023,"Odocoileus virginianus, Cervus canadensis, Dasypus novemcinctus, Bison bison, Canis latrans, Procyon lotor, Sus scrofa, Sylvilagus floridanus, Mephitis mephitis, Lontra canadensis, Lynx rufus, Sciurus niger",34.80274843438666,-98.742215,50,Comanche County - Oklahoma,forest,12
53,2019,"Puma concolor, Lepus americanus, Lynx rufus, Lepus townsendii, Canis latrans, Odocoileus virginianus, Tamiasciurus hudsonicus, Cervus canadensis, Bos taurus, Odocoileus hemionus, Taxidea taxus, Ursus arctos, Mephitis mephitis, Sylvilagus nuttallii, Erethizon dorsatum, Alces alces, Equus caballus, Glaucomys sabrinus, Ursus americanus, Mustela erminea, Canis familiaris, Canis lupus",48.09439861173208,-112.68461492537313,50,Teton County - Montana,grassland,22
53,2020,"Odocoileus virginianus, Procyon lotor, Sylvilagus nuttallii, Bos taurus, Canis latrans, Equus caballus, Cervus canadensis, Canis familiaris, Ursus arctos, Odocoileus hemionus, Lepus americanus, Ursus americanus, Alces alces, Tamiasciurus hudsonicus, Mephitis mephitis, Neotoma cinerea, Lynx rufus, Taxidea taxus, Erethizon dorsatum, Vulpes vulpes, Puma concolor",48.09439861173208,-112.68461492537313,50,Teton County - Montana,grassland,21
53,2021,"Taxidea taxus, Canis latrans, Odocoileus hemionus, Lepus americanus, Bos taurus, Erethizon dorsatum, Lepus townsendii, Canis familiaris, Ursus arctos, Odocoileus virginianus, Ursus americanus, Lynx rufus, Neotoma cinerea, Puma concolor, Tamiasciurus hudsonicus, Mephitis mephitis, Alces alces, Cervus canadensis, Equus caballus, Procyon lotor, Mustela frenata, Sylvilagus nuttallii",48.09439861173208,-112.68461492537313,50,Teton County - Montana,grassland,22
53,2022,"Taxidea taxus, Lynx rufus, Bos taurus, Cervus canadensis, Sylvilagus nuttallii, Lepus americanus, Odocoileus virginianus, Canis latrans, Odocoileus hemionus, Ursus americanus, Alces alces, Tamiasciurus hudsonicus, Canis familiaris, Ursus arctos, Erethizon dorsatum, Mephitis mephitis, Puma concolor, Procyon lotor, Equus caballus, Lepus townsendii",48.09439861173208,-112.68461492537313,50,Teton County - Montana,grassland,20
53,2023,"Ursus americanus, Sylvilagus nuttallii, Odocoileus virginianus, Mephitis mephitis, Canis latrans, Bos taurus, Procyon lotor, Lynx rufus, Cervus canadensis, Odocoileus hemionus, Ursus arctos, Canis familiaris, Lepus americanus, Alces alces, Tamiasciurus hudsonicus, Neotoma cinerea, Equus caballus, Lepus townsendii, Erethizon dorsatum, Taxidea taxus, Puma concolor",48.09439861173208,-112.68461492537313,50,Teton County - Montana,forest,21
54,2019,"Odocoileus hemionus, Ursus americanus, Tamiasciurus hudsonicus, Canis latrans, Mustela frenata, Neotamias minimus, Puma concolor, Alces alces, Mephitis mephitis, Cervus canadensis, Canis familiaris, Lepus americanus, Vulpes vulpes, Martes americana, Taxidea taxus, Procyon lotor, Canis lupus, Glaucomys sabrinus, Pekania pennanti, Erethizon dorsatum",43.64090132104941,-114.32984449999996,50,Blaine County - Idaho,forest,20
55,2019,"Ursus arctos, Alces alces, Canis latrans, Lynx canadensis, Canis familiaris, Ursus americanus, Canis lupus, Tamiasciurus hudsonicus",59.41387259010729,-136.11687577241378,50,Haines Borough - Alaska,forest,8
55,2020,"Ursus arctos, Canis lupus, Alces alces, Canis latrans, Canis familiaris, Tamiasciurus hudsonicus",59.41387259010729,-136.11687577241378,50,Haines Borough - Alaska,forest,6
55,2021,"Ursus americanus, Gulo gulo, Ursus arctos, Canis latrans, Canis lupus, Alces alces, Tamiasciurus hudsonicus, Canis familiaris",59.41387259010729,-136.11687577241378,50,Haines Borough - Alaska,forest,8
55,2022,"Ursus americanus, Erethizon dorsatum, Tamiasciurus hudsonicus, Alces alces, Ursus arctos, Canis latrans, Canis lupus, Martes americana, Canis familiaris",59.41387259010729,-136.11687577241378,50,Haines Borough - Alaska,forest,9
55,2023,"Ursus arctos, Canis familiaris, Ursus americanus, Mustela erminea, Canis latrans, Erethizon dorsatum, Tamiasciurus hudsonicus, Alces alces, Canis lupus, Felis catus",59.41387259010729,-136.11687577241378,50,Haines Borough - Alaska,forest,10
56,2019,"Odocoileus virginianus, Didelphis virginiana, Procyon lotor, Canis latrans, Sylvilagus aquaticus, Dasypus novemcinctus, Lynx rufus, Sciurus carolinensis, Canis familiaris, Sciurus niger",33.413538356397794,-88.85389775000002,50,Oktibbeha County - Mississippi,forest,10
56,2023,"Dasypus novemcinctus, Canis latrans, Odocoileus virginianus, Sciurus carolinensis, Didelphis virginiana, Felis catus, Sylvilagus floridanus, Vulpes vulpes, Procyon lotor, Urocyon cinereoargenteus, Canis familiaris, Mephitis mephitis, Sciurus niger, Lynx rufus",33.413538356397794,-88.85389775000002,50,Oktibbeha County - Mississippi,forest,14
57,2019,"Odocoileus virginianus, Canis latrans, Sciurus carolinensis, Pekania pennanti, Tamiasciurus hudsonicus, Procyon lotor, Lynx rufus, Tamias striatus",41.51780246542936,-71.57899437884613,50,South County - Rhode Island,forest,8
57,2020,"Odocoileus virginianus, Procyon lotor, Canis latrans, Sciurus carolinensis, Odocoileus hemionus, Sylvilagus floridanus, Glaucomys volans, Canis familiaris, Tamias striatus, Lynx rufus, Urocyon cinereoargenteus, Didelphis virginiana, Peromyscus leucopus, Pekania pennanti",41.51780246542936,-71.57899437884613,50,South County - Rhode Island,forest,14
57,2021,"Tamias striatus, Sciurus carolinensis, Glaucomys volans, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Canis latrans, Lynx rufus, Mustela frenata, Peromyscus leucopus, Sylvilagus floridanus, Canis familiaris, Vulpes vulpes",41.51780246542936,-71.57899437884613,50,South County - Rhode Island,forest,13
57,2022,"Canis familiaris, Tamias striatus, Sciurus carolinensis, Tamiasciurus hudsonicus, Didelphis virginiana, Peromyscus leucopus, Odocoileus virginianus, Canis latrans, Sylvilagus floridanus, Procyon lotor, Mephitis mephitis, Lynx rufus, Urocyon cinereoargenteus, Mustela frenata",41.51780246542936,-71.57899437884613,50,South County - Rhode Island,forest,14
